Date,Time,Coffee Type,Price,Payment Type,Location
2024-07-09,11:54,Americano,175.2,Card,Location1
2024-02-03,16:07,Hot Chocolate,232.2,Card,Location1
2024-03-28,20:54,Americano with milk,200.8,Card,Location1
2024-07-10,10:12,Hot Chocolate,232.2,Card,Location1
2024-01-04,14:10,Espresso,145.0,Cash,Location1
2024-02-06,20:57,Cortado,170.2,Cash,Location1
2024-06-08,10:50,Americano with milk,200.8,Cash,Location1
2024-06-04,17:17,Americano with milk,200.8,Cash,Location1
2024-03-27,21:08,Cocoa,240.6,Card,Location1
2024-04-28,20:56,Americano,175.2,Cash,Location1
2024-01-18,12:33,Americano with milk,200.8,Cash,Location1
2024-01-02,21:25,Latte,215.4,Cash,Location1
2024-05-23,13:05,Americano with milk,200.8,Card,Location1
2024-07-10,17:11,Americano,175.2,Cash,Location1
2024-06-21,15:59,Latte,215.4,Card,Location1
2024-07-05,15:34,Americano,175.2,Cash,Location1
2024-04-26,11:37,Espresso,145.7,Card,Location2
2024-07-14,19:43,Hot Chocolate,230.2,Card,Location2
2024-01-29,18:42,Espresso,145.7,Card,Location2
2024-03-07,10:21,Espresso,145.7,Card,Location2
2024-02-20,21:02,Latte,218.2,Cash,Location2
2024-05-16,18:14,Americano with milk,202.8,Cash,Location2
2024-05-28,15:06,Cappuccino,222.2,Cash,Location2
2024-06-29,16:29,Americano,180.2,Cash,Location2
2024-05-25,20:59,Americano with milk,202.8,Card,Location2
2024-01-05,13:23,Cappuccino,222.2,Cash,Location2
2024-01-31,15:00,Cortado,172.0,Cash,Location2
2024-01-31,12:59,Hot Chocolate,230.2,Cash,Location2
2024-01-13,14:37,Cortado,172.0,Card,Location2
2024-05-13,10:56,Cappuccino,222.2,Cash,Location2
2024-04-05,21:09,Cocoa,236.3,Card,Location2
2024-01-08,20:29,Espresso,145.7,Cash,Location2
2024-04-21,10:18,Cortado,172.0,Card,Location2
2024-02-03,17:57,Cortado,172.0,Cash,Location2
2024-01-20,20:22,Americano,180.2,Card,Location2
2024-01-22,10:01,Espresso,145.7,Cash,Location2
2024-03-03,15:30,Americano,180.2,Card,Location2
2024-04-14,16:41,Hot Chocolate,230.2,Cash,Location2
2024-05-31,10:13,Latte,218.2,Card,Location2
2024-06-07,18:46,Americano,180.2,Cash,Location2
2024-01-28,12:56,Cocoa,236.3,Cash,Location2
2024-06-01,10:30,Cocoa,236.3,Cash,Location2
2024-05-20,12:40,Latte,218.2,Card,Location2
2024-03-11,20:13,Cappuccino,222.2,Cash,Location2
2024-06-15,21:13,Cocoa,236.3,Card,Location2
2024-05-31,17:06,Americano with milk,202.8,Card,Location2
2024-03-01,21:14,Cocoa,236.3,Card,Location2
2024-01-25,16:52,Americano,180.2,Cash,Location2
2024-02-18,20:17,Cocoa,236.3,Cash,Location2
2024-01-10,21:06,Americano,180.2,Card,Location2
2024-04-19,15:21,Cortado,172.0,Card,Location2
2024-01-12,18:04,Cocoa,236.3,Card,Location2
2024-05-18,20:19,Cappuccino,222.2,Cash,Location2
2024-06-12,19:40,Americano with milk,202.8,Cash,Location2
2024-01-19,13:47,Espresso,145.7,Card,Location2
2024-05-29,17:37,Hot Chocolate,230.2,Cash,Location2
2024-04-18,13:49,Americano with milk,202.8,Cash,Location2
2024-01-24,21:12,Latte,218.2,Cash,Location2
2024-03-31,15:07,Hot Chocolate,230.2,Card,Location2
2024-01-26,14:43,Hot Chocolate,230.2,Card,Location2
2024-03-07,11:31,Latte,218.2,Card,Location2
2024-06-16,11:20,Cappuccino,222.2,Card,Location2
2024-04-30,11:59,Cortado,172.0,Card,Location2
2024-04-30,13:46,Espresso,145.7,Card,Location2
2024-06-09,17:38,Americano with milk,202.8,Card,Location2
2024-03-30,20:12,Americano,180.2,Cash,Location2
2024-05-30,17:29,Latte,218.2,Cash,Location2
2024-02-28,13:33,Latte,218.2,Cash,Location2
2024-01-18,17:58,Hot Chocolate,230.2,Card,Location2
2024-05-16,12:38,Cortado,172.0,Cash,Location2
2024-04-11,12:37,Espresso,145.7,Cash,Location2
2024-03-28,14:16,Latte,218.2,Card,Location2
2024-06-27,18:15,Americano,180.2,Cash,Location2
2024-03-28,14:57,Americano with milk,202.8,Cash,Location2
2024-03-10,21:23,Cortado,172.0,Card,Location2
2024-04-19,14:50,Latte,218.2,Cash,Location2
2024-06-28,17:43,Americano,180.2,Cash,Location2
2024-06-27,10:51,Latte,218.2,Cash,Location2
2024-02-08,14:14,Cappuccino,222.2,Cash,Location2
2024-01-13,19:08,Espresso,145.7,Cash,Location2
2024-05-02,11:50,Hot Chocolate,230.2,Cash,Location2
2024-05-01,17:24,Americano with milk,202.8,Card,Location2
2024-04-12,21:02,Espresso,145.7,Card,Location2
2024-05-09,19:49,Cappuccino,222.2,Card,Location2
2024-06-26,12:54,Cappuccino,222.2,Card,Location2
2024-02-05,13:35,Americano with milk,202.8,Card,Location2
2024-05-15,10:45,Hot Chocolate,230.2,Card,Location2
2024-05-02,20:58,Cappuccino,222.2,Cash,Location2
2024-06-10,17:30,Cocoa,236.3,Cash,Location2
2024-06-26,17:37,Latte,218.2,Card,Location2
2024-04-14,21:12,Latte,218.2,Card,Location2
2024-04-04,18:04,Hot Chocolate,230.2,Cash,Location2
2024-05-14,14:22,Hot Chocolate,230.2,Card,Location2
2024-01-28,21:08,Latte,218.2,Cash,Location2
2024-07-13,14:35,Cocoa,236.3,Card,Location2
2024-03-25,18:13,Cortado,172.0,Card,Location2
2024-05-04,14:14,Cappuccino,222.2,Card,Location2
2024-03-11,18:22,Americano,180.2,Card,Location2
2024-06-22,11:21,Cortado,172.0,Card,Location2
2024-03-19,14:56,Cappuccino,222.2,Card,Location2
2024-01-25,21:22,Americano with milk,202.8,Cash,Location2
2024-03-11,20:40,Cappuccino,222.2,Cash,Location2
2024-02-21,15:34,Espresso,145.7,Card,Location2
2024-06-06,21:10,Cortado,172.0,Card,Location2
2024-03-11,14:07,Espresso,145.7,Cash,Location2
2024-05-31,13:38,Americano,180.2,Card,Location2
2024-02-13,19:24,Espresso,145.7,Cash,Location2
2024-05-07,17:07,Latte,218.2,Cash,Location2
2024-01-18,14:54,Cocoa,236.3,Cash,Location2
2024-06-01,11:33,Hot Chocolate,230.2,Cash,Location2
2024-01-10,18:57,Cortado,172.0,Card,Location2
2024-05-22,20:02,Cortado,172.0,Cash,Location2
2024-04-02,14:12,Cappuccino,222.2,Cash,Location2
2024-06-30,12:23,Americano with milk,202.8,Card,Location2
2024-03-20,13:46,Americano,180.2,Cash,Location2
2024-05-08,16:08,Cortado,172.0,Card,Location2
2024-06-17,14:40,Americano with milk,202.8,Card,Location2
2024-04-02,13:54,Latte,218.2,Cash,Location2
2024-03-13,18:20,Americano,180.2,Cash,Location2
2024-07-14,10:36,Cortado,172.0,Cash,Location2
2024-01-25,15:03,Cocoa,236.3,Card,Location2
2024-01-18,11:38,Latte,218.2,Cash,Location2
2024-03-23,18:33,Latte,218.2,Card,Location2
2024-03-05,11:11,Cocoa,236.3,Cash,Location2
2024-05-18,15:39,Latte,218.2,Card,Location2
2024-04-27,17:34,Americano with milk,202.8,Cash,Location2
2024-01-08,18:32,Hot Chocolate,230.2,Card,Location2
2024-05-17,18:10,Cortado,172.0,Cash,Location2
2024-06-18,21:16,Americano with milk,202.8,Cash,Location2
2024-04-05,13:18,Cortado,172.0,Card,Location2
2024-04-01,12:41,Hot Chocolate,230.2,Cash,Location2
2024-02-20,20:03,Cappuccino,222.2,Card,Location2
2024-05-21,11:15,Hot Chocolate,230.2,Cash,Location2
2024-05-27,14:09,Americano with milk,202.8,Card,Location2
2024-02-23,13:07,Cappuccino,222.2,Card,Location2
2024-03-15,10:48,Americano with milk,202.8,Cash,Location2
2024-01-04,13:42,Cappuccino,222.2,Cash,Location2
2024-03-09,17:30,Cappuccino,222.2,Cash,Location2
2024-02-14,12:27,Cortado,172.0,Card,Location2
2024-03-01,10:31,Espresso,145.7,Card,Location2
2024-06-10,21:16,Latte,218.2,Cash,Location2
2024-05-20,13:47,Hot Chocolate,230.2,Cash,Location2
2024-02-24,19:38,Latte,218.2,Card,Location2
2024-06-25,21:27,Cortado,172.0,Card,Location2
2024-05-17,15:00,Cappuccino,222.2,Card,Location2
2024-06-25,14:08,Latte,218.2,Cash,Location2
2024-05-06,18:37,Hot Chocolate,230.2,Card,Location2
2024-04-16,19:21,Americano,180.2,Cash,Location2
2024-05-15,19:29,Espresso,145.7,Card,Location2
2024-05-16,18:28,Latte,218.2,Cash,Location2
2024-05-11,11:37,Cappuccino,222.2,Cash,Location2
2024-04-21,11:04,Americano,180.2,Cash,Location2
2024-05-08,13:41,Latte,218.2,Card,Location2
2024-03-25,16:18,Americano,180.2,Card,Location2
2024-02-25,13:51,Cocoa,236.3,Cash,Location2
2024-06-02,21:28,Cocoa,236.3,Cash,Location2
2024-02-19,17:39,Americano,180.2,Cash,Location2
2024-06-06,19:58,Americano,180.2,Card,Location2
2024-06-17,11:35,Hot Chocolate,230.2,Card,Location2
2024-04-21,21:05,Espresso,145.7,Card,Location2
2024-07-08,18:07,Americano with milk,202.8,Card,Location2
2024-01-27,12:17,Espresso,145.7,Card,Location2
2024-02-16,13:39,Cappuccino,222.2,Card,Location2
2024-04-20,19:34,Americano with milk,202.8,Cash,Location2
2024-03-04,20:03,Hot Chocolate,230.2,Cash,Location2
2024-05-14,18:56,Espresso,145.7,Card,Location2
2024-02-29,21:26,Americano,180.2,Card,Location2
2024-06-18,12:05,Cappuccino,222.2,Card,Location2
2024-01-29,21:00,Hot Chocolate,230.2,Cash,Location2
2024-03-26,15:34,Americano with milk,202.8,Card,Location2
2024-03-07,20:30,Cocoa,236.3,Card,Location2
2024-02-05,20:27,Espresso,145.7,Cash,Location2
2024-01-07,10:31,Hot Chocolate,230.2,Card,Location2
2024-06-08,20:43,Cocoa,236.3,Cash,Location2
2024-06-19,13:00,Latte,218.2,Card,Location2
2024-05-26,17:03,Espresso,145.7,Cash,Location2
2024-06-27,10:01,Cappuccino,222.2,Cash,Location2
2024-01-16,21:24,Americano,180.2,Card,Location2
2024-05-29,19:09,Espresso,145.7,Card,Location2
2024-02-15,17:51,Latte,218.2,Cash,Location2
2024-03-21,19:55,Cappuccino,222.2,Cash,Location2
2024-06-22,14:03,Espresso,145.7,Cash,Location2
2024-06-12,16:53,Cocoa,236.3,Card,Location2
2024-01-05,19:20,Americano with milk,202.8,Card,Location2
2024-02-18,10:41,Latte,218.2,Card,Location2
2024-07-13,16:46,Cortado,172.0,Cash,Location2
2024-02-04,13:16,Hot Chocolate,230.2,Cash,Location2
2024-02-25,16:14,Cocoa,236.3,Cash,Location2
2024-01-17,17:33,Espresso,145.7,Card,Location2
2024-01-20,13:31,Cocoa,236.3,Card,Location2
2024-03-21,12:59,Americano with milk,202.8,Card,Location2
2024-01-28,18:00,Cappuccino,222.2,Cash,Location2
2024-01-16,10:13,Espresso,145.7,Cash,Location2
2024-06-04,17:03,Cortado,172.0,Card,Location2
2024-04-11,18:05,Cappuccino,222.2,Card,Location2
2024-05-07,19:32,Americano,180.2,Card,Location2
2024-06-24,17:20,Espresso,145.7,Cash,Location2
2024-07-07,21:09,Cocoa,236.3,Card,Location2
2024-07-06,19:03,Americano,180.2,Card,Location2
2024-07-02,20:31,Cocoa,236.3,Card,Location2
2024-02-16,17:56,Latte,218.2,Cash,Location2
2024-06-25,21:30,Espresso,145.7,Cash,Location2
2024-05-29,19:46,Cortado,172.0,Card,Location2
2024-03-19,20:48,Americano with milk,202.8,Cash,Location2
2024-03-02,15:40,Latte,218.2,Cash,Location2
2024-06-21,20:12,Cappuccino,222.2,Card,Location2
2024-06-27,10:44,Americano with milk,202.8,Card,Location2
2024-01-13,21:25,Cappuccino,222.2,Card,Location2
2024-05-04,14:15,Latte,218.2,Cash,Location2
2024-02-22,10:40,Cortado,172.0,Card,Location2
2024-03-11,15:03,Cortado,172.0,Cash,Location2
2024-02-16,17:48,Hot Chocolate,230.2,Cash,Location2
2024-07-04,20:02,Americano with milk,202.8,Card,Location2
2024-06-21,16:45,Americano with milk,202.8,Card,Location2
2024-03-10,21:01,Latte,218.2,Card,Location2
2024-04-18,18:08,Americano,180.2,Card,Location2
2024-05-19,10:52,Hot Chocolate,230.2,Card,Location2
2024-05-04,21:26,Latte,218.2,Cash,Location2
2024-05-29,16:47,Hot Chocolate,230.2,Card,Location2
2024-01-19,16:44,Cocoa,236.3,Card,Location2
2024-04-18,11:54,Americano,180.2,Cash,Location2
2024-01-14,18:50,Hot Chocolate,230.2,Card,Location2
2024-01-23,11:12,Hot Chocolate,230.2,Card,Location2
2024-07-14,14:42,Americano with milk,202.8,Cash,Location2
2024-02-08,14:26,Cortado,172.0,Cash,Location2
2024-03-15,21:26,Cocoa,236.3,Cash,Location2
2024-01-24,12:21,Hot Chocolate,230.2,Card,Location2
2024-04-21,19:18,Espresso,145.7,Card,Location2
2024-04-24,12:03,Espresso,145.7,Cash,Location2
2024-03-11,12:25,Latte,218.2,Cash,Location2
2024-05-18,14:18,Cortado,172.0,Card,Location2
2024-03-07,11:18,Americano,180.2,Cash,Location2
2024-05-14,20:01,Espresso,145.7,Card,Location2
2024-05-05,11:24,Cocoa,236.3,Cash,Location2
2024-01-07,16:23,Hot Chocolate,230.2,Card,Location2
2024-04-16,12:16,Americano,180.2,Card,Location2
2024-01-27,12:51,Americano,180.2,Cash,Location2
2024-04-19,13:41,Americano,180.2,Card,Location2
2024-01-15,12:11,Hot Chocolate,230.2,Cash,Location2
2024-06-23,11:39,Americano with milk,202.8,Cash,Location2
2024-06-05,19:05,Cappuccino,222.2,Cash,Location2
2024-04-06,21:29,Hot Chocolate,230.2,Card,Location2
2024-01-08,12:44,Americano with milk,202.8,Card,Location2
2024-06-29,19:32,Cocoa,236.3,Cash,Location2
2024-06-11,13:16,Hot Chocolate,230.2,Card,Location2
2024-07-11,20:22,Americano with milk,202.8,Card,Location2
2024-06-19,12:47,Espresso,145.7,Card,Location2
2024-01-22,20:30,Latte,218.2,Cash,Location2
2024-02-29,11:21,Cortado,172.0,Card,Location2
2024-01-15,13:08,Espresso,145.7,Cash,Location2
2024-07-10,18:41,Cocoa,236.3,Card,Location2
2024-04-01,17:52,Latte,218.2,Card,Location2
2024-03-21,21:26,Latte,218.2,Card,Location2
2024-01-19,15:13,Espresso,145.7,Cash,Location2
2024-05-30,12:06,Cappuccino,222.2,Card,Location2
2024-01-10,15:02,Cortado,172.0,Card,Location2
2024-05-08,12:12,Americano with milk,202.8,Card,Location2
2024-04-13,19:32,Cappuccino,222.2,Card,Location2
2024-03-30,14:14,Cortado,172.0,Card,Location2
2024-03-02,19:49,Americano,180.2,Card,Location2
2024-02-12,12:14,Latte,218.2,Card,Location2
2024-03-05,13:23,Hot Chocolate,230.2,Card,Location2
2024-02-02,18:15,Espresso,145.7,Card,Location2
2024-04-12,13:02,Americano,180.2,Card,Location2
2024-06-04,20:39,Americano with milk,202.8,Cash,Location2
2024-04-01,19:48,Americano with milk,202.8,Card,Location2
2024-02-08,16:59,Cappuccino,222.2,Cash,Location2
2024-05-30,12:25,Cocoa,236.3,Card,Location2
2024-05-21,10:29,Americano,180.2,Cash,Location2
2024-07-04,17:37,Cortado,172.0,Card,Location2
2024-06-02,18:50,Hot Chocolate,230.2,Card,Location2
2024-03-25,18:57,Americano with milk,202.8,Card,Location2
2024-03-31,17:08,Cortado,172.0,Card,Location2
2024-03-02,14:32,Cortado,172.0,Card,Location2
2024-05-24,10:30,Americano,180.2,Card,Location2
2024-02-09,18:48,Americano with milk,202.8,Cash,Location2
2024-02-02,10:22,Cortado,172.0,Cash,Location2
2024-01-03,11:29,Espresso,145.7,Card,Location2
2024-01-11,14:18,Hot Chocolate,230.2,Cash,Location2
2024-01-21,11:43,Espresso,145.7,Card,Location2
2024-05-06,21:26,Cocoa,236.3,Cash,Location2
2024-02-22,11:55,Cappuccino,222.2,Card,Location2
2024-03-17,20:39,Americano,180.2,Cash,Location2
2024-05-24,19:59,Cortado,172.0,Cash,Location2
2024-01-28,20:04,Americano with milk,202.8,Cash,Location2
2024-03-29,11:13,Cortado,172.0,Cash,Location2
2024-06-28,19:18,Cortado,172.0,Cash,Location2
2024-02-05,11:49,Cocoa,236.3,Card,Location2
2024-03-10,16:47,Cortado,172.0,Card,Location2
2024-01-19,12:09,Cappuccino,222.2,Card,Location2
2024-01-09,12:50,Americano,180.2,Card,Location2
2024-05-24,19:55,Americano with milk,202.8,Cash,Location2
2024-05-23,12:28,Cortado,172.0,Cash,Location2
2024-06-10,18:50,Cappuccino,222.2,Card,Location2
2024-01-27,14:34,Hot Chocolate,230.2,Cash,Location2
2024-05-28,21:17,Cortado,172.0,Card,Location2
2024-06-20,16:06,Americano with milk,202.8,Cash,Location2
2024-02-25,15:53,Latte,218.2,Cash,Location2
2024-05-29,14:54,Americano with milk,202.8,Card,Location2
2024-03-27,16:06,Americano with milk,202.8,Cash,Location2
2024-04-21,13:29,Americano with milk,202.8,Card,Location2
2024-02-13,16:22,Hot Chocolate,230.2,Card,Location2
2024-01-08,13:37,Espresso,145.7,Cash,Location2
2024-03-31,21:25,Americano with milk,202.8,Card,Location2
2024-04-08,10:21,Cocoa,236.3,Card,Location2
2024-06-12,12:23,Cortado,172.0,Cash,Location2
2024-01-13,12:37,Hot Chocolate,230.2,Cash,Location2
2024-01-02,11:21,Latte,218.2,Card,Location2
2024-02-01,14:47,Cortado,172.0,Cash,Location2
2024-01-13,14:53,Cortado,172.0,Card,Location2
2024-01-19,12:55,Americano,180.2,Cash,Location2
2024-07-12,20:30,Americano with milk,202.8,Card,Location2
2024-06-04,21:28,Cappuccino,222.2,Card,Location2
2024-02-02,21:18,Cappuccino,222.2,Card,Location2
2024-04-25,12:21,Cortado,172.0,Cash,Location2
2024-02-22,12:17,Cocoa,236.3,Cash,Location2
2024-06-29,13:28,Hot Chocolate,230.2,Card,Location2
2024-01-07,18:28,Americano,180.2,Cash,Location2
2024-03-17,16:35,Cappuccino,222.2,Card,Location2
2024-06-27,10:57,Cocoa,236.3,Card,Location2
2024-06-12,15:49,Americano with milk,202.8,Card,Location2
2024-02-22,20:58,Cortado,172.0,Cash,Location2
2024-03-02,12:54,Cappuccino,222.2,Cash,Location2
2024-04-07,18:04,Americano,180.2,Cash,Location2
2024-04-04,12:27,Cortado,172.0,Card,Location2
2024-01-25,20:39,Latte,218.2,Card,Location2
2024-02-08,21:02,Cortado,172.0,Cash,Location2
2024-06-28,18:43,Cappuccino,222.2,Card,Location2
2024-04-24,15:16,Americano with milk,202.8,Cash,Location2
2024-06-27,21:21,Americano,180.2,Card,Location2
2024-06-28,15:46,Americano,180.2,Cash,Location2
2024-06-24,14:52,Americano with milk,202.8,Card,Location2
2024-05-21,10:39,Cocoa,236.3,Card,Location2
2024-03-16,18:44,Cortado,172.0,Cash,Location2
2024-02-05,19:15,Cortado,172.0,Card,Location2
2024-01-16,18:07,Espresso,145.7,Cash,Location2
2024-03-27,10:16,Cortado,172.0,Card,Location2
2024-01-14,11:12,Cortado,172.0,Cash,Location2
2024-06-11,16:56,Hot Chocolate,230.2,Cash,Location2
2024-01-21,20:07,Americano,180.2,Card,Location2
2024-06-09,13:54,Cortado,172.0,Card,Location2
2024-03-23,17:17,Espresso,145.7,Cash,Location2
2024-03-03,10:30,Cappuccino,222.2,Cash,Location2
2024-01-10,10:06,Espresso,145.7,Card,Location2
2024-04-21,20:17,Americano,180.2,Card,Location2
2024-03-15,13:19,Espresso,145.7,Card,Location2
2024-02-19,20:54,Espresso,145.7,Card,Location2
2024-02-12,12:49,Cocoa,236.3,Card,Location2
2024-02-17,16:57,Americano with milk,202.8,Cash,Location2
2024-05-02,12:35,Americano,180.2,Card,Location2
2024-04-23,19:56,Cortado,172.0,Cash,Location2
2024-06-26,11:19,Cocoa,236.3,Card,Location2
2024-03-01,16:12,Americano,180.2,Card,Location2
2024-05-23,16:06,Cappuccino,222.2,Cash,Location2
2024-02-07,10:05,Cappuccino,222.2,Card,Location2
2024-03-18,20:34,Espresso,145.7,Cash,Location2
2024-07-10,14:26,Americano with milk,202.8,Cash,Location2
2024-03-19,21:15,Latte,218.2,Cash,Location2
2024-03-22,21:20,Cocoa,236.3,Cash,Location2
2024-05-21,11:56,Americano with milk,202.8,Cash,Location2
2024-05-18,18:40,Espresso,145.7,Card,Location2
2024-06-30,19:02,Espresso,145.7,Card,Location2
2024-04-10,14:37,Americano with milk,202.8,Cash,Location2
2024-07-15,17:22,Hot Chocolate,230.2,Cash,Location2
2024-03-22,18:04,Latte,218.2,Card,Location2
2024-03-28,15:29,Espresso,145.7,Cash,Location2
2024-01-01,15:35,Americano with milk,202.8,Card,Location2
2024-04-05,10:29,Cortado,172.0,Cash,Location2
2024-06-30,16:27,Hot Chocolate,230.2,Card,Location2
2024-05-02,11:20,Cortado,172.0,Cash,Location2
2024-06-19,15:09,Cappuccino,222.2,Card,Location2
2024-02-02,13:59,Cappuccino,222.2,Card,Location2
2024-06-29,19:26,Cortado,172.0,Cash,Location2
2024-01-27,14:34,Cortado,172.0,Cash,Location2
2024-04-15,21:17,Hot Chocolate,230.2,Cash,Location2
2024-02-05,14:56,Hot Chocolate,230.2,Cash,Location2
2024-07-11,13:22,Cocoa,236.3,Card,Location2
2024-01-17,13:13,Espresso,145.7,Card,Location2
2024-01-14,15:40,Hot Chocolate,230.2,Card,Location2
2024-01-14,11:35,Cortado,172.0,Cash,Location2
2024-01-31,16:39,Latte,218.2,Card,Location2
2024-02-26,21:29,Cortado,172.0,Card,Location2
2024-04-10,12:05,Americano with milk,202.8,Card,Location2
2024-02-06,20:25,Cocoa,236.3,Cash,Location2
2024-05-11,20:52,Latte,218.2,Cash,Location2
2024-05-07,14:15,Cocoa,236.3,Cash,Location2
2024-01-07,16:18,Cocoa,236.3,Card,Location2
2024-01-24,14:15,Americano,180.2,Cash,Location2
2024-03-11,20:23,Espresso,145.7,Card,Location2
2024-04-12,17:45,Cocoa,236.3,Cash,Location2
2024-06-05,12:23,Cortado,172.0,Card,Location2
2024-01-15,16:16,Americano,180.2,Cash,Location2
2024-04-11,20:03,Americano,180.2,Cash,Location2
2024-06-06,17:27,Cappuccino,222.2,Cash,Location2
2024-05-19,20:15,Espresso,145.7,Card,Location2
2024-01-29,11:38,Latte,218.2,Cash,Location2
2024-04-21,11:07,Latte,218.2,Card,Location2
2024-01-29,19:20,Cappuccino,222.2,Cash,Location2
2024-02-08,12:31,Cocoa,236.3,Cash,Location2
2024-06-21,19:41,Hot Chocolate,230.2,Cash,Location2
2024-04-04,13:23,Cocoa,236.3,Cash,Location2
2024-06-01,12:01,Cappuccino,222.2,Card,Location2
2024-04-17,17:47,Hot Chocolate,230.2,Card,Location2
2024-04-09,16:23,Hot Chocolate,230.2,Cash,Location2
2024-02-13,21:22,Americano with milk,202.8,Card,Location2
2024-06-11,12:31,Americano with milk,202.8,Cash,Location2
2024-05-18,20:29,Hot Chocolate,230.2,Cash,Location2
2024-04-12,21:11,Hot Chocolate,230.2,Card,Location2
2024-04-12,13:24,Cocoa,236.3,Card,Location2
2024-01-29,20:22,Americano,180.2,Card,Location2
2024-02-26,14:49,Cappuccino,222.2,Cash,Location2
2024-01-31,21:06,Cappuccino,222.2,Cash,Location2
2024-03-24,15:35,Latte,218.2,Card,Location2
2024-03-14,14:17,Latte,218.2,Card,Location2
2024-07-12,20:02,Cocoa,236.3,Cash,Location2
2024-05-09,12:03,Latte,218.2,Card,Location2
2024-06-20,14:38,Espresso,145.7,Cash,Location2
2024-03-17,13:07,Cocoa,236.3,Card,Location2
2024-01-03,14:45,Espresso,145.7,Card,Location2
2024-05-17,10:56,Cocoa,236.3,Cash,Location2
2024-06-23,15:10,Hot Chocolate,230.2,Cash,Location2
2024-01-24,14:38,Americano,180.2,Cash,Location2
2024-01-29,15:45,Cortado,172.0,Cash,Location2
2024-06-21,18:40,Latte,218.2,Cash,Location2
2024-04-20,19:58,Cappuccino,222.2,Cash,Location2
2024-01-06,17:36,Cappuccino,222.2,Card,Location2
2024-06-17,19:20,Latte,218.2,Cash,Location2
2024-06-15,12:59,Espresso,145.7,Card,Location2
2024-05-27,21:26,Cortado,172.0,Cash,Location2
2024-03-08,20:22,Americano,180.2,Card,Location2
2024-05-24,19:12,Cappuccino,222.2,Cash,Location2
2024-05-11,15:11,Cocoa,236.3,Cash,Location2
2024-05-26,13:56,Cortado,172.0,Cash,Location2
2024-03-24,19:32,Americano with milk,202.8,Card,Location2
2024-06-19,12:31,Cortado,172.0,Cash,Location2
2024-01-30,13:47,Americano,180.2,Card,Location2
2024-05-17,13:33,Hot Chocolate,230.2,Cash,Location2
2024-04-25,12:46,Hot Chocolate,230.2,Card,Location2
2024-04-22,21:10,Cappuccino,222.2,Card,Location2
2024-03-29,16:36,Americano,180.2,Card,Location2
2024-03-12,11:10,Latte,218.2,Cash,Location2
2024-04-10,15:00,Hot Chocolate,230.2,Card,Location2
2024-02-29,21:11,Espresso,145.7,Card,Location2
2024-04-03,15:52,Americano,180.2,Card,Location2
2024-02-18,16:11,Hot Chocolate,230.2,Card,Location2
2024-01-05,11:42,Cappuccino,222.2,Cash,Location2
2024-05-10,12:58,Americano with milk,202.8,Card,Location2
2024-03-20,14:44,Cocoa,236.3,Cash,Location2
2024-05-07,14:34,Espresso,145.7,Cash,Location2
2024-02-25,12:57,Cortado,172.0,Card,Location2
2024-01-28,14:00,Americano,180.2,Card,Location2
2024-06-15,18:43,Cocoa,236.3,Card,Location2
2024-07-03,13:27,Cocoa,236.3,Cash,Location2
2024-03-25,12:58,Espresso,145.7,Cash,Location2
2024-03-25,10:35,Hot Chocolate,230.2,Cash,Location2
2024-01-13,11:45,Espresso,145.7,Card,Location2
2024-05-02,13:07,Cappuccino,222.2,Cash,Location2
2024-04-19,18:50,Espresso,145.7,Card,Location2
2024-05-28,18:55,Latte,218.2,Cash,Location2
2024-03-05,17:10,Americano with milk,202.8,Cash,Location2
2024-07-15,21:20,Latte,218.2,Cash,Location2
2024-02-27,20:23,Americano with milk,202.8,Card,Location2
2024-06-14,15:54,Americano with milk,202.8,Cash,Location2
2024-04-06,17:05,Espresso,145.7,Cash,Location2
2024-05-03,18:03,Americano with milk,202.8,Card,Location2
2024-03-02,21:15,Cocoa,236.3,Card,Location2
2024-03-05,20:45,Latte,218.2,Cash,Location2
2024-04-29,16:08,Cortado,172.0,Cash,Location2
2024-03-24,17:20,Latte,218.2,Cash,Location2
2024-04-08,12:41,Cappuccino,222.2,Cash,Location2
2024-03-30,15:10,Latte,218.2,Cash,Location2
2024-02-09,16:29,Cortado,172.0,Cash,Location2
2024-03-25,10:31,Cappuccino,222.2,Cash,Location2
2024-06-10,19:58,Americano,180.2,Cash,Location2
2024-06-04,18:03,Cocoa,236.3,Card,Location2
2024-02-22,20:50,Americano with milk,202.8,Card,Location2
2024-01-14,14:21,Americano with milk,202.8,Cash,Location2
2024-02-12,10:02,Cappuccino,222.2,Card,Location2
2024-05-24,19:31,Cappuccino,222.2,Card,Location2
2024-03-28,11:31,Cortado,172.0,Card,Location2
2024-06-15,17:23,Cappuccino,222.2,Card,Location2
2024-05-15,10:39,Americano,180.2,Cash,Location2
2024-02-13,10:24,Cocoa,236.3,Card,Location2
2024-06-05,20:37,Americano,180.2,Card,Location2
2024-03-29,16:09,Hot Chocolate,230.2,Card,Location2
2024-02-13,15:42,Cappuccino,222.2,Cash,Location2
2024-04-28,17:55,Latte,218.2,Cash,Location2
2024-06-29,18:16,Americano,180.2,Card,Location2
2024-01-20,17:13,Cappuccino,222.2,Cash,Location2
2024-04-24,18:56,Hot Chocolate,230.2,Cash,Location2
2024-05-29,15:39,Cocoa,236.3,Card,Location2
2024-05-16,15:01,Cocoa,236.3,Cash,Location2
